round,basename,task,task_label,pole,pole_value,persona,turn,stage,report_rating,report_emotion_word,report_willingness,layer,neg_pos_score
1,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,4,manipulation,2.0,content,4.0,0,-5.045155048370361
1,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,5,manipulation,2.0,content,4.0,0,3.3102502822875977
1,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,6,choice,2.0,content,4.0,0,20.574331283569336
1,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,7,choice,2.0,content,4.0,0,11.189910888671877
1,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,8,report,2.0,content,4.0,0,29.811193466186523
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,1,baseline_probe,0.0,indifferent,2.0,0,-34.94257354736328
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,2,baseline_probe,0.0,indifferent,2.0,0,-13.104421615600586
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,3,baseline_probe,0.0,indifferent,2.0,0,6.619021415710449
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,4,manipulation,0.0,indifferent,2.0,0,-55.248321533203125
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,5,manipulation,0.0,indifferent,2.0,0,-95.15650939941406
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,6,choice,0.0,indifferent,2.0,0,-10.075286865234377
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,7,choice,0.0,indifferent,2.0,0,-11.480043411254885
1,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,8,report,0.0,indifferent,2.0,0,22.65258026123047
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,1,baseline_probe,2.0,content,4.0,0,9.022759437561035
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,2,baseline_probe,2.0,content,4.0,0,15.139299392700195
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,3,baseline_probe,2.0,content,4.0,0,37.40581512451172
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,4,manipulation,2.0,content,4.0,0,-40.562557220458984
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,5,manipulation,2.0,content,4.0,0,-66.45779418945312
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,6,choice,2.0,content,4.0,0,7.639595985412598
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,7,choice,2.0,content,4.0,0,0.9221017360687256
1,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,8,report,2.0,content,4.0,0,32.13534164428711
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,1,baseline_probe,2.0,frustrated,4.0,0,15.453973770141602
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,2,baseline_probe,2.0,frustrated,4.0,0,21.519920349121097
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,3,baseline_probe,2.0,frustrated,4.0,0,34.47083282470703
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,4,manipulation,2.0,frustrated,4.0,0,-48.2194938659668
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,5,manipulation,2.0,frustrated,4.0,0,-63.47710037231445
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,6,choice,2.0,frustrated,4.0,0,25.942386627197266
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,7,choice,2.0,frustrated,4.0,0,7.1754961013793945
1,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,8,report,2.0,frustrated,4.0,0,31.521068572998047
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,1,baseline_probe,4.0,content,5.0,0,9.642374038696287
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,2,baseline_probe,4.0,content,5.0,0,14.96442413330078
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,3,baseline_probe,4.0,content,5.0,0,28.529464721679688
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,4,manipulation,4.0,content,5.0,0,-41.795928955078125
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,5,manipulation,4.0,content,5.0,0,-72.74444580078125
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,6,choice,4.0,content,5.0,0,16.25970458984375
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,7,choice,4.0,content,5.0,0,-0.0268692970275878
1,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,8,report,4.0,content,5.0,0,22.003103256225582
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,1,baseline_probe,2.0,content,5.0,0,-34.94257354736328
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,2,baseline_probe,2.0,content,5.0,0,-19.19887924194336
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,3,baseline_probe,2.0,content,5.0,0,9.28871726989746
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,4,manipulation,2.0,content,5.0,0,-45.672454833984375
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,5,manipulation,2.0,content,5.0,0,-52.49495315551758
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,6,choice,2.0,content,5.0,0,6.0632171630859375
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,7,choice,2.0,content,5.0,0,-5.528186798095703
1,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,8,report,2.0,content,5.0,0,19.645265579223633
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,1,baseline_probe,3.0,fulfilled,2.0,0,9.022759437561035
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,2,baseline_probe,3.0,fulfilled,2.0,0,23.263273239135746
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,3,baseline_probe,3.0,fulfilled,2.0,0,38.21430206298828
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,4,manipulation,3.0,fulfilled,2.0,0,-6.52598762512207
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,5,manipulation,3.0,fulfilled,2.0,0,-22.565574645996097
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,6,choice,3.0,fulfilled,2.0,0,29.76759910583496
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,7,choice,3.0,fulfilled,2.0,0,5.200719833374023
1,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,8,report,3.0,fulfilled,2.0,0,39.51449966430664
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,1,baseline_probe,2.0,content,4.0,0,15.453973770141602
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,2,baseline_probe,2.0,content,4.0,0,18.10166358947754
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,3,baseline_probe,2.0,content,4.0,0,31.321706771850582
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,4,manipulation,2.0,content,4.0,0,-19.08623504638672
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,5,manipulation,2.0,content,4.0,0,-23.245777130126953
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,6,choice,2.0,content,4.0,0,20.655773162841797
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,7,choice,2.0,content,4.0,0,6.147586822509766
1,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,8,report,2.0,content,4.0,0,34.3287467956543
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,1,baseline_probe,3.0,content,2.0,0,9.642374038696287
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,2,baseline_probe,3.0,content,2.0,0,5.942121505737305
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,3,baseline_probe,3.0,content,2.0,0,25.76026153564453
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,4,manipulation,3.0,content,2.0,0,-28.21186256408691
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,5,manipulation,3.0,content,2.0,0,-25.460765838623047
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,6,choice,3.0,content,2.0,0,16.799949645996094
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,7,choice,3.0,content,2.0,0,1.9035121202468872
1,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,8,report,3.0,content,2.0,0,26.60462188720703
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,0,-34.94257354736328
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,0,-9.545774459838867
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,0,14.207162857055664
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,4,manipulation,0.0,indifferent,1.0,0,72.40235137939453
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,5,manipulation,0.0,indifferent,1.0,0,23.15386962890625
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,6,choice,0.0,indifferent,1.0,0,58.53528594970703
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,7,choice,0.0,indifferent,1.0,0,43.40019226074219
1,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,8,report,0.0,indifferent,1.0,0,60.234336853027344
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,1,baseline_probe,0.0,indifferent,2.0,0,9.022759437561035
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,2,baseline_probe,0.0,indifferent,2.0,0,20.939010620117188
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,3,baseline_probe,0.0,indifferent,2.0,0,37.55543518066406
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,4,manipulation,0.0,indifferent,2.0,0,81.10531616210938
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,5,manipulation,0.0,indifferent,2.0,0,12.47080421447754
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,6,choice,0.0,indifferent,2.0,0,50.57906723022461
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,7,choice,0.0,indifferent,2.0,0,35.54296112060547
1,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,8,report,0.0,indifferent,2.0,0,57.148590087890625
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,1,baseline_probe,2.0,frustrated,5.0,0,15.453973770141602
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,2,baseline_probe,2.0,frustrated,5.0,0,20.754594802856445
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,3,baseline_probe,2.0,frustrated,5.0,0,27.950603485107425
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,4,manipulation,2.0,frustrated,5.0,0,73.65870666503906
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,5,manipulation,2.0,frustrated,5.0,0,18.862531661987305
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,6,choice,2.0,frustrated,5.0,0,62.25237274169922
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,7,choice,2.0,frustrated,5.0,0,38.53865814208984
1,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,8,report,2.0,frustrated,5.0,0,58.550743103027344
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,1,baseline_probe,0.0,content,4.0,0,9.642374038696287
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,2,baseline_probe,0.0,content,4.0,0,7.800618648529053
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,3,baseline_probe,0.0,content,4.0,0,31.985414505004883
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,4,manipulation,0.0,content,4.0,0,82.7591552734375
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,5,manipulation,0.0,content,4.0,0,0.7410303354263306
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,6,choice,0.0,content,4.0,0,55.023799896240234
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,7,choice,0.0,content,4.0,0,32.5206184387207
1,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,8,report,0.0,content,4.0,0,48.5772590637207
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,1,baseline_probe,0.0,indifferent,1.0,0,-34.94257354736328
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,2,baseline_probe,0.0,indifferent,1.0,0,-21.445484161376953
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,3,baseline_probe,0.0,indifferent,1.0,0,8.41829776763916
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,4,manipulation,0.0,indifferent,1.0,0,20.79777717590332
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,5,manipulation,0.0,indifferent,1.0,0,-82.31236267089844
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,6,choice,0.0,indifferent,1.0,0,-7.460525512695312
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,7,choice,0.0,indifferent,1.0,0,-14.747676849365234
1,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,8,report,0.0,indifferent,1.0,0,16.304548263549805
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,1,baseline_probe,2.0,content,5.0,0,9.022759437561035
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,2,baseline_probe,2.0,content,5.0,0,13.869089126586914
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,3,baseline_probe,2.0,content,5.0,0,36.993797302246094
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,4,manipulation,2.0,content,5.0,0,44.28857421875
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,5,manipulation,2.0,content,5.0,0,-33.79091262817383
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,6,choice,2.0,content,5.0,0,26.04248809814453
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,7,choice,2.0,content,5.0,0,9.85922145843506
1,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,8,report,2.0,content,5.0,0,30.667564392089844
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,1,baseline_probe,2.0,content,4.0,0,15.453973770141602
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,2,baseline_probe,2.0,content,4.0,0,18.033775329589844
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,3,baseline_probe,2.0,content,4.0,0,33.15142822265625
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,4,manipulation,2.0,content,4.0,0,46.56034851074219
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,5,manipulation,2.0,content,4.0,0,-43.33070755004883
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,6,choice,2.0,content,4.0,0,16.427629470825195
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,7,choice,2.0,content,4.0,0,7.026401996612549
1,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,8,report,2.0,content,4.0,0,35.56251525878906
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,1,baseline_probe,3.0,content,2.0,0,9.642374038696287
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,2,baseline_probe,3.0,content,2.0,0,14.076581954956056
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,3,baseline_probe,3.0,content,2.0,0,23.76898956298828
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,4,manipulation,3.0,content,2.0,0,38.790550231933594
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,5,manipulation,3.0,content,2.0,0,-43.52182388305664
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,6,choice,3.0,content,2.0,0,17.180734634399414
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,7,choice,3.0,content,2.0,0,6.485446453094482
1,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,8,report,3.0,content,2.0,0,31.02842140197754
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,0,-34.94257354736328
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,0,1.3604958057403564
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,0,15.012998580932615
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,4,manipulation,0.0,indifferent,1.0,0,-26.396862030029297
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,5,manipulation,0.0,indifferent,1.0,0,-56.08992004394531
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,6,choice,0.0,indifferent,1.0,0,9.07758331298828
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,7,choice,0.0,indifferent,1.0,0,0.9031271934509276
1,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,8,report,0.0,indifferent,1.0,0,25.01754379272461
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,1,baseline_probe,3.0,content,2.0,0,9.022759437561035
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,2,baseline_probe,3.0,content,2.0,0,11.943204879760742
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,3,baseline_probe,3.0,content,2.0,0,33.325069427490234
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,4,manipulation,3.0,content,2.0,0,-9.242551803588867
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,5,manipulation,3.0,content,2.0,0,-53.711971282958984
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,6,choice,3.0,content,2.0,0,27.35526657104492
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,7,choice,3.0,content,2.0,0,5.905063152313232
1,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,8,report,3.0,content,2.0,0,35.75210952758789
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,1,baseline_probe,2.0,content,4.0,0,15.453973770141602
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,2,baseline_probe,2.0,content,4.0,0,20.78467559814453
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,3,baseline_probe,2.0,content,4.0,0,32.07101821899414
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,4,manipulation,2.0,content,4.0,0,-17.398361206054688
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,5,manipulation,2.0,content,4.0,0,-43.042362213134766
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,6,choice,2.0,content,4.0,0,22.01717758178711
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,7,choice,2.0,content,4.0,0,4.075024604797363
1,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,8,report,2.0,content,4.0,0,32.89093017578125
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,1,baseline_probe,3.0,content,2.0,0,9.642374038696287
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,2,baseline_probe,3.0,content,2.0,0,12.947407722473145
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,3,baseline_probe,3.0,content,2.0,0,28.304420471191406
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,4,manipulation,3.0,content,2.0,0,-19.766040802001953
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,5,manipulation,3.0,content,2.0,0,-50.73323059082031
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,6,choice,3.0,content,2.0,0,20.92657470703125
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,7,choice,3.0,content,2.0,0,1.9638869762420657
1,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,8,report,3.0,content,2.0,0,29.34760093688965
1,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,0,-34.94257354736328
1,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,0,-22.346500396728516
1,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,0,8.107320785522461
1,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,4,identity_prompt,0.0,indifferent,1.0,0,-4.484373092651367
1,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,5,manipulation,0.0,indifferent,1.0,0,17.891326904296875
